source_file,source_path,workbook_title,mode,question_count,status,issue_summary,issue_examples
0560.xlsx,Assessment Questions/CDA/STA-139/EXPLORATORY DATA ANALYSIS/Normality Testing/Normality Testing.xlsx,Normality Testing,structured,20,proper,,
0561.xlsx,Assessment Questions/CDA/STA-139/EXPLORATORY DATA ANALYSIS/Skewness & Kurtosis/Skewness & Kurtosis.xlsx,Skewness & Kurtosis,structured,20,proper,,
0562.xlsx,Assessment Questions/CDA/STA-139/EXPLORATORY DATA ANALYSIS/Variance And Standard Deviation/Variance And Standard Deviation.xlsx,Variance And Standard Deviation,structured,20,proper,,
0563.xlsx,Assessment Questions/CDA/STA-139/EXPLORATORY DATA ANALYSIS/Z Value - Standard Value/Z Value _ Standard Value.xlsx,Z Value _ Standard Value,structured,20,proper,,
0564.xlsx,Assessment Questions/CDA/STA-139/HARNESSING DATA/Cluster Random Sampling/Cluster Random Sampling.xlsx,Cluster Random Sampling,structured,20,proper,,
0565.xlsx,Assessment Questions/CDA/STA-139/HARNESSING DATA/Cochran_s Minimum Sample Size/Cochran_s Minimum Sample Size.xlsx,Cochran_s Minimum Sample Size,structured,20,proper,,
0566.xlsx,Assessment Questions/CDA/STA-139/HARNESSING DATA/Methods Of Collecting Data/Methods Of Collecting Data.xlsx,Methods Of Collecting Data,structured,20,proper,,
0567.xlsx,Assessment Questions/CDA/STA-139/HARNESSING DATA/Multi stage Sampling/Multi stage Sampling.xlsx,Multi stage Sampling,structured,20,proper,,
0568.xlsx,Assessment Questions/CDA/STA-139/HARNESSING DATA/Random Sampling/Random Sampling.xlsx,Random Sampling,structured,20,proper,,
0569.xlsx,Assessment Questions/CDA/STA-139/HARNESSING DATA/Sampling Error/Sampling Error.xlsx,Sampling Error,structured,20,proper,,
0570.xlsx,Assessment Questions/CDA/STA-139/HARNESSING DATA/Sampling With Replacement And Without Replacement/Sampling With Replacement And Without Replacement.xlsx,Sampling With Replacement And Without Replacement,structured,20,proper,,
0571.xlsx,Assessment Questions/CDA/STA-139/HARNESSING DATA/Simple Random Sampling/Simple Random Sampling.xlsx,Simple Random Sampling,structured,20,proper,,
0572.xlsx,Assessment Questions/CDA/STA-139/HARNESSING DATA/Stratified Random Sampling/Stratified Random Sampling.xlsx,Stratified Random Sampling,structured,20,not_proper,mcq_missing_split_options=1,"mcq_missing_split_options: A school divides students into sections (A, B, C) and randomly selects students from each section. Identify the sampling type."
0573.xlsx,Assessment Questions/CDA/STA-139/HARNESSING DATA/Systematic Random Sampling/Systematic Random Sampling.xlsx,Systematic Random Sampling,structured,20,proper,,
0574.xlsx,Assessment Questions/CDA/STA-139/HARNESSING DATA/Types of Sampling/Types of Sampling.xlsx,Types of Sampling,structured,20,proper,,
0575.xlsx,Assessment Questions/CDA/STA-139/HYPOTHESIS TESTING/Application of Hypothesis testing/Application of Hypothesis testing.xlsx,Application of Hypothesis testing,structured,20,proper,,
0576.xlsx,Assessment Questions/CDA/STA-139/HYPOTHESIS TESTING/Hypothesis Testing Errors _ Type I And Type II/Hypothesis Testing Errors _ Type I And Type II.xlsx,Hypothesis Testing Errors _ Type I And Type II,structured,20,proper,,
0577.xlsx,Assessment Questions/CDA/STA-139/HYPOTHESIS TESTING/Hypothesis Testing Introduction/Hypothesis Testing Introduction.xlsx,Hypothesis Testing Introduction,structured,20,proper,,
0578.xlsx,Assessment Questions/CDA/STA-139/HYPOTHESIS TESTING/One Way Anova Test/One Way Anova Test.xlsx,One Way Anova Test,structured,20,proper,,
0579.xlsx,"Assessment Questions/CDA/STA-139/HYPOTHESIS TESTING/P- Value, Critical Region/P- Value, Critical Region.xlsx","P- Value, Critical Region",structured,20,proper,,
0580.xlsx,Assessment Questions/CDA/STA-139/HYPOTHESIS TESTING/Two Sample Independent T-test/Two Sample Independent T-test.xlsx,Two Sample Independent T-test,structured,20,proper,,
0581.xlsx,Assessment Questions/CDA/STA-139/HYPOTHESIS TESTING/Two Sample Relation T-test/Two Sample Relation T-test.xlsx,Two Sample Relation T-test,structured,20,proper,,
0582.xlsx,Assessment Questions/CDA/STA-139/HYPOTHESIS TESTING/Types of Hypothesis Testing/Types of Hypothesis Testing.xlsx,Types of Hypothesis Testing,structured,20,proper,,
0583.xlsx,Assessment Questions/CDA/STA-139/OVERVIEW OF STATISTICS/Basic Terms Of Statistics/Basic Terms Of Statistics.xlsx,Basic Terms Of Statistics,structured,20,proper,,
0584.xlsx,Assessment Questions/CDA/STA-139/OVERVIEW OF STATISTICS/Descriptive And Inferential Statistics/Descriptive And Inferential Statistics.xlsx,Descriptive And Inferential Statistics,structured,20,proper,,
0585.xlsx,Assessment Questions/CDA/STA-139/OVERVIEW OF STATISTICS/Introduction to Statistics/Introduction to Statistics.xlsx,Introduction to Statistics,structured,20,proper,,
0586.xlsx,Assessment Questions/CDA/STA-139/OVERVIEW OF STATISTICS/Types Of Data/Types Of Data.xlsx,Types Of Data,structured,20,proper,,
0587.xlsx,Assessment Questions/CDE/BIA - 119/Connecting to Various Data Sources_/Connecting to a CSV File/Connecting to a CSV File.xlsx,Connecting to a CSV File,structured,20,proper,,
0588.xlsx,Assessment Questions/CDE/BIA - 119/Connecting to Various Data Sources_/Connecting to a Webpage/_Connecting to a Webpage.xlsx,_Connecting to a Webpage,structured,20,proper,,
0589.xlsx,Assessment Questions/CDE/BIA - 119/Connecting to Various Data Sources_/Create Data Model/_Create Data Model.xlsx,_Create Data Model,structured,20,proper,,
0590.xlsx,Assessment Questions/CDE/BIA - 119/Connecting to Various Data Sources_/Creating Columns from Examples/_Creating Columns from Examples.xlsx,_Creating Columns from Examples,structured,20,proper,,
0591.xlsx,Assessment Questions/CDE/BIA - 119/Connecting to Various Data Sources_/Creating Conditional Columns/Creating Conditional Columns.xlsx,Creating Conditional Columns,structured,20,proper,,
0592.xlsx,Assessment Questions/CDE/BIA - 119/Connecting to Various Data Sources_/Extracting Characters/Extracting Characters.xlsx,Extracting Characters,structured,20,proper,,
0593.xlsx,Assessment Questions/CDE/BIA - 119/Connecting to Various Data Sources_/Splitting and Merging Columns/Splitting and Merging Columns.xlsx,Splitting and Merging Columns,structured,20,proper,,
0594.xlsx,Assessment Questions/CDE/BIA - 119/Data Transformation Techniques/Changing Data Types/Changing Data Types.xlsx,Changing Data Types,structured,20,proper,,
0595.xlsx,Assessment Questions/CDE/BIA - 119/Data Transformation Techniques/Connecting to Our Data Source/Connecting to Our Data Source.xlsx,Connecting to Our Data Source,structured,20,proper,,
0596.xlsx,Assessment Questions/CDE/BIA - 119/Data Transformation Techniques/Creating Our Initial Project File/Creating Our Initial Project File.xlsx,Creating Our Initial Project File,structured,20,proper,,
0597.xlsx,Assessment Questions/CDE/BIA - 119/Data Transformation Techniques/Data Cleansing and Manipulation_/Data Cleansing and Manipulation_.xlsx,Data Cleansing and Manipulation_,structured,20,proper,,
0598.xlsx,Assessment Questions/CDE/BIA - 119/Data Transformation Techniques/Editing Rows/Editing Rows.xlsx,Editing Rows,structured,20,proper,,
0599.xlsx,Assessment Questions/CDE/BIA - 119/Data Transformation Techniques/Exploring Query Editor/Exploring Query Editor.xlsx,Exploring Query Editor,structured,20,proper,,
0600.xlsx,Assessment Questions/CDE/BIA - 119/Data Transformation Techniques/Replacing Values/Replacing Values.xlsx,Replacing Values,structured,20,proper,,
0601.xlsx,Assessment Questions/CDE/BIA - 119/POWER-BI Basics/Basic Data Cleaning/Basic Data Cleaning.xlsx,Basic Data Cleaning,structured,20,proper,,
0602.xlsx,Assessment Questions/CDE/BIA - 119/POWER-BI Basics/Basic DAX FUNCTION/_Basic DAX FUNCTION.xlsx,_Basic DAX FUNCTION,structured,20,proper,,
0603.xlsx,Assessment Questions/CDE/BIA - 119/POWER-BI Basics/Basics Visualizations/_Basics Visualizations.xlsx,_Basics Visualizations,structured,20,proper,,
0604.xlsx,Assessment Questions/CDE/BIA - 119/POWER-BI Basics/Dashboard Creation/Dashboard Creation.xlsx,Dashboard Creation,structured,20,proper,,
0605.xlsx,Assessment Questions/CDE/BIA - 119/POWER-BI Basics/Power BI Introduction/Power BI Introduction .xlsx,Power BI Introduction ,structured,20,proper,,
0606.xlsx,"Assessment Questions/CDE/BIA - 119/Tableau Fundamentals/Area chart, Combination Charts, Map/Area chart, Combination Charts, Map.xlsx","Area chart, Combination Charts, Map",structured,20,proper,,
0607.xlsx,"Assessment Questions/CDE/BIA - 119/Tableau Fundamentals/Bar chart, Tree Map, Line Chart/Bar chart, Tree Map, Line Chart.xlsx","Bar chart, Tree Map, Line Chart",structured,20,proper,,
0608.xlsx,Assessment Questions/CDE/BIA - 119/Tableau Fundamentals/Create Calculated Fields/Create Calculated Fields.xlsx,Create Calculated Fields,structured,20,proper,,
0609.xlsx,Assessment Questions/CDE/BIA - 119/Tableau Fundamentals/Create Custom Hierarchies/Create Custom Hierarchies.xlsx,Create Custom Hierarchies,structured,20,proper,,
0610.xlsx,Assessment Questions/CDE/BIA - 119/Tableau Fundamentals/Create Table Calculations/Create Table Calculations.xlsx,Create Table Calculations,structured,20,proper,,
0611.xlsx,"Assessment Questions/CDE/BIA - 119/Tableau Fundamentals/Dashboards creation, Quick Filters/Dashboards creation, Quick Filters.xlsx","Dashboards creation, Quick Filters",structured,20,proper,,
0612.xlsx,"Assessment Questions/CDE/BIA - 119/Tableau Fundamentals/Interface Tour, Data visualization_ Pie chart, Column chart, Bar chart/Interface Tour, Data visualization_ Pie chart, Column chart, Bar chart.xlsx","Interface Tour, Data visualization_ Pie chart, Column chart, Bar chart",structured,20,proper,,
0613.xlsx,Assessment Questions/CDE/BIA - 119/Tableau Fundamentals/Introduction to Business Intelligence & Introduction to Tableau/Introduction to Business Intelligence & Introduction to Tableau.xlsx,Introduction to Business Intelligence & Introduction to Tableau,structured,20,proper,,
0614.xlsx,Assessment Questions/CDE/Big Data Advance/KAFKA and Spark/Configuring Kafka cluster/Configuring_Kafka_Cluster.xlsx,Configuring_Kafka_Cluster,structured,20,not_proper,mcq_missing_split_options=8,mcq_missing_split_options: What is the minimum number of brokers recommended for a production Kafka cluster? | mcq_missing_split_options: Which configuration ensures high availability by distributing replicas across racks? | mcq_missing_split_options: Which property sets the number of threads for network requests? | mcq_missing_split_options: What does the default.replication.factor configuration do? | mcq_missing_split_options: Which Java heap size is recommended for Kafka brokers?
0615.xlsx,Assessment Questions/CDE/Big Data Advance/KAFKA and Spark/Kafka architecture/Kafka_Architecture.xlsx,Kafka_Architecture,structured,20,not_proper,mcq_missing_split_options=9,mcq_missing_split_options: What is the primary role of a Kafka broker? | mcq_missing_split_options: Which component in Kafka is responsible for assigning partitions to consumers? | mcq_missing_split_options: What is the default port for Kafka broker? | mcq_missing_split_options: What does ISR stand for in Kafka architecture? | mcq_missing_split_options: What is the purpose of Zookeeper in older Kafka clusters?
0616.xlsx,Assessment Questions/CDE/Big Data Advance/KAFKA and Spark/Kafka workflow/Kafka_Workflow.xlsx,Kafka_Workflow,structured,20,not_proper,mcq_missing_split_options=7,"mcq_missing_split_options: What is the first step when a producer sends a message? | mcq_missing_split_options: What happens when a consumer commits an offset? | mcq_missing_split_options: How does Kafka guarantee message ordering? | mcq_missing_split_options: When a consumer reads messages, what is the poll() method responsible for? | mcq_missing_split_options: What is the purpose of the consumer group coordinator?"
0617.xlsx,Assessment Questions/CDE/Big Data Advance/KAFKA and Spark/Operations/Kafka_Operations.xlsx,Kafka_Operations,structured,20,not_proper,mcq_missing_split_options=7,"mcq_missing_split_options: What command is used to list all topics in a Kafka cluster? | mcq_missing_split_options: What is the preferred way to increase partitions for a topic? | mcq_missing_split_options: Which command checks broker health? | mcq_missing_split_options: What does the command ""kafka-log-dirs --describe --broker 0"" show? | mcq_missing_split_options: Which tool is used for load balancing partitions?"
0618.xlsx,Assessment Questions/CDE/Big Data Advance/Mini Project Flow/Creating an HDFS cluster with containers/HDFS_Cluster_Questions.xlsx,HDFS_Cluster_Questions,structured,20,not_proper,mcq_missing_split_options=10,mcq_missing_split_options: What does HDFS stand for? | mcq_missing_split_options: Which node stores actual data in HDFS? | mcq_missing_split_options: Which node manages metadata in HDFS? | mcq_missing_split_options: Default block size in HDFS? | mcq_missing_split_options: Replication factor ensures?
0619.xlsx,Assessment Questions/CDE/Big Data Advance/Mini Project Flow/Creating pyspark cluster with containers/PySpark_Cluster_Questions.xlsx,PySpark_Cluster_Questions,structured,20,not_proper,mcq_missing_split_options=10,mcq_missing_split_options: PySpark is an API for? | mcq_missing_split_options: Driver program runs on? | mcq_missing_split_options: Which component executes tasks? | mcq_missing_split_options: Which port shows Spark UI? | mcq_missing_split_options: RDD stands for?
0620.xlsx,Assessment Questions/CDE/Big Data Advance/Mini Project Flow/Processing data on hdfs cluster with pyspark cluster/HDFS_PySpark_Processing_Questions.xlsx,HDFS_PySpark_Processing_Questions,structured,20,not_proper,mcq_missing_split_options=10,mcq_missing_split_options: PySpark reads data from HDFS using? | mcq_missing_split_options: Which format is common in big data? | mcq_missing_split_options: Which operation filters data? | mcq_missing_split_options: groupBy is used for? | mcq_missing_split_options: Which function writes data?
0621.xlsx,Assessment Questions/CDE/Big Data Advance/SPARK SQL and HADOOP HIVE/Introducing Spark SQL/Introducing_Spark_SQL.xlsx,Introducing_Spark_SQL,structured,20,not_proper,mcq_missing_split_options=20,mcq_missing_split_options: Q.No | mcq_missing_split_options: 1 | mcq_missing_split_options: 2 | mcq_missing_split_options: 3 | mcq_missing_split_options: 4
0622.xlsx,Assessment Questions/CDE/Big Data Advance/SPARK SQL and HADOOP HIVE/Spark SQL vs Hadoop Hive/Spark_SQL_vs_Hadoop_Hive.xlsx,Spark_SQL_vs_Hadoop_Hive,structured,20,not_proper,mcq_missing_split_options=20,mcq_missing_split_options: Q.No | mcq_missing_split_options: 1 | mcq_missing_split_options: 2 | mcq_missing_split_options: 3 | mcq_missing_split_options: 4
0623.xlsx,Assessment Questions/CDE/Big Data Advance/SPARK SQL and HADOOP HIVE/Working with Spark SQL Query Language/Working_with_Spark_SQL_Query_Language.xlsx,Working_with_Spark_SQL_Query_Language,structured,20,not_proper,mcq_missing_split_options=20,mcq_missing_split_options: Q.No | mcq_missing_split_options: 1 | mcq_missing_split_options: 2 | mcq_missing_split_options: 3 | mcq_missing_split_options: 4
0624.xlsx,Assessment Questions/CDE/Big Data Foundation/BIG DATA INTRODUCTION/Big Data Analytics Introduction/Big Data Analytics Introduction.xlsx,Big Data Analytics Introduction,structured,20,proper,,
0625.xlsx,Assessment Questions/CDE/Big Data Foundation/BIG DATA INTRODUCTION/Big Data Overview/Big Data Overview.xlsx,Big Data Overview,structured,20,proper,,
0626.xlsx,Assessment Questions/CDE/Big Data Foundation/BIG DATA INTRODUCTION/Components of Hadoop Ecosystem/Components of Hadoop Ecosystem.xlsx,Components of Hadoop Ecosystem,structured,20,proper,,
0627.xlsx,Assessment Questions/CDE/Big Data Foundation/BIG DATA INTRODUCTION/Five Vs of Big Data/Five Vs of Big Data.xlsx,Five Vs of Big Data,structured,20,proper,,
0628.xlsx,Assessment Questions/CDE/Big Data Foundation/BIG DATA INTRODUCTION/Introduction to Hadoop/Introduction to Hadoop.xlsx,Introduction to Hadoop,structured,20,proper,,
0629.xlsx,Assessment Questions/CDE/Big Data Foundation/BIG DATA INTRODUCTION/What is Big Data and Hadoop/What is Big Data and Hadoop.xlsx,What is Big Data and Hadoop,structured,20,proper,,
0630.xlsx,"Assessment Questions/CDE/Big Data Foundation/HDFS AND MAP REDUCE/Combiners, Shuffle, and Sort/Combiners, Shuffle, and Sort.xlsx","Combiners, Shuffle, and Sort",structured,20,proper,,
0631.xlsx,Assessment Questions/CDE/Big Data Foundation/HDFS AND MAP REDUCE/Distributed Processing with Map Reduce/Distributed Processing with Map Reduce.xlsx,Distributed Processing with Map Reduce,structured,20,proper,,
0632.xlsx,Assessment Questions/CDE/Big Data Foundation/HDFS AND MAP REDUCE/HDFS – Big Data Storage/HDFS – Big Data Storage.xlsx,HDFS – Big Data Storage,structured,20,proper,,
0633.xlsx,"Assessment Questions/CDE/Big Data Foundation/HDFS AND MAP REDUCE/Key Terms_ Output Format, Partitioners,/Key Terms_ Output Format, Partitioners,.xlsx","Key Terms_ Output Format, Partitioners,",structured,20,proper,,
0634.xlsx,Assessment Questions/CDE/Big Data Foundation/HDFS AND MAP REDUCE/Mapping and reducing stages concepts/Mapping and reducing stages concepts.xlsx,Mapping and reducing stages concepts,structured,20,proper,,
0635.xlsx,Assessment Questions/CDE/Big Data Foundation/PYSPARK FOUNDATION/Aggregating Data with Pair RDDs/Aggregating Data with Pair RDDs.xlsx,Aggregating Data with Pair RDDs,structured,20,proper,,
0636.xlsx,Assessment Questions/CDE/Big Data Foundation/PYSPARK FOUNDATION/PySpark Introduction/PySpark Introduction.xlsx,PySpark Introduction,structured,20,proper,,
0637.xlsx,Assessment Questions/CDE/Big Data Foundation/PYSPARK FOUNDATION/Resilient distributed datasets (RDD)/Resilient distributed datasets (RDD).xlsx,Resilient distributed datasets (RDD),structured,20,proper,,
0638.xlsx,Assessment Questions/CDE/Big Data Foundation/PYSPARK FOUNDATION/Working with RDDs in PySpark/Working with RDDs in PySpark.xlsx,Working with RDDs in PySpark,structured,20,proper,,
0639.xlsx,Assessment Questions/CDE/Big Data Foundation/SPARK SQL and HADOOP HIVE/Introducing Spark SQL/Introducing Spark SQL.xlsx,Introducing Spark SQL,structured,20,proper,,
0640.xlsx,Assessment Questions/CDE/Big Data Foundation/SPARK SQL and HADOOP HIVE/Spark SQL vs Hadoop Hive/Spark SQL vs Hadoop Hive.xlsx,Spark SQL vs Hadoop Hive,structured,20,proper,,
0641.xlsx,Assessment Questions/CDE/DATA ENGINEERING ASSOCIATE/DATA ENGINEERING PROJECT/Data Pipeline setup/etl_pipeline_questions.xlsx,etl_pipeline_questions,structured,20,proper,,
0642.xlsx,Assessment Questions/CDE/DATA ENGINEERING ASSOCIATE/DATA ENGINEERING PROJECT/Hands on build scalable pipelines/scaling_data_pipelines_questions.xlsx,scaling_data_pipelines_questions,structured,20,proper,,
0643.xlsx,Assessment Questions/CDE/DATA ENGINEERING ASSOCIATE/DATA ENGINEERING PROJECT/Setting Project environment/data_engineering_environment_setup.xlsx,data_engineering_environment_setup,structured,20,proper,,
0644.xlsx,Assessment Questions/CDE/DATA ENGINEERING ASSOCIATE/DATA ORCHESTRATION WITH APACHE AIRFLOW/Airflow Architecture/airflow_architecture_questions.xlsx,airflow_architecture_questions,structured,20,not_proper,mcq_missing_split_options=2,mcq_missing_split_options: What are the four main components of Airflow architecture? | mcq_missing_split_options: What is an executor in Airflow architecture?
0645.xlsx,Assessment Questions/CDE/DATA ENGINEERING ASSOCIATE/DATA ORCHESTRATION WITH APACHE AIRFLOW/Airflow Modular Structure/airflow_modular_structure_questions.xlsx,airflow_modular_structure_questions,structured,20,proper,,
0646.xlsx,Assessment Questions/CDE/DATA ENGINEERING ASSOCIATE/DATA ORCHESTRATION WITH APACHE AIRFLOW/Apache Airflow Introduction/apache_airflow_intro_questions.xlsx,apache_airflow_intro_questions,structured,20,not_proper,mcq_missing_split_options=1,mcq_missing_split_options: What is Airflow's primary use case?
0647.xlsx,Assessment Questions/CDE/DATA ENGINEERING ASSOCIATE/DATA ORCHESTRATION WITH APACHE AIRFLOW/Creating Airflow Workflow/airflow_workflow_creation_questions.xlsx,airflow_workflow_creation_questions,structured,20,proper,,
0648.xlsx,Assessment Questions/CDE/DATA ENGINEERING ASSOCIATE/DATA ORCHESTRATION WITH APACHE AIRFLOW/Data Orchestration Overview/data_orchestration_questions.xlsx,data_orchestration_questions,structured,20,not_proper,mcq_missing_split_options=6,mcq_missing_split_options: What is data orchestration? | mcq_missing_split_options: Which tool is commonly used for data orchestration? | mcq_missing_split_options: Which of the following is NOT a benefit of data orchestration? | mcq_missing_split_options: What happens when a task fails in a properly orchestrated pipeline? | mcq_missing_split_options: What is the main advantage of using orchestration over cron jobs?
0649.xlsx,Assessment Questions/CDE/DATA ENGINEERING ASSOCIATE/DATA ORCHESTRATION WITH APACHE AIRFLOW/Executing Airflow/airflow_execution_questions.xlsx,airflow_execution_questions,structured,20,proper,,
0650.xlsx,Assessment Questions/CDE/DATA ENGINEERING ASSOCIATE/DATA ORCHESTRATION WITH APACHE AIRFLOW/Setting up Airflow/airflow_setup_questions.xlsx,airflow_setup_questions,structured,20,not_proper,mcq_missing_split_options=2,mcq_missing_split_options: Which database is NOT supported for production use? | mcq_missing_split_options: Which message brokers are supported with CeleryExecutor?
0651.xlsx,Assessment Questions/CDE/DATA ENGINEERING ASSOCIATE/DATA ORCHESTRATION WITH APACHE AIRFLOW/TAG and DAG/dag_and_tags_questions.xlsx,dag_and_tags_questions,structured,20,proper,,
0652.xlsx,"Assessment Questions/CDE/DATA ENGINEERING ASSOCIATE/DATA PROCESSING/Array data structure, Operations/NumPy_Array_Operations.xlsx",NumPy_Array_Operations,structured,20,proper,,
0653.xlsx,Assessment Questions/CDE/DATA ENGINEERING ASSOCIATE/DATA PROCESSING/Data processing with Pandas/Pandas_Data_Processing.xlsx,Pandas_Data_Processing,structured,20,proper,,
0654.xlsx,Assessment Questions/CDE/DATA ENGINEERING ASSOCIATE/DATA PROCESSING/Data structures_ Series and DataFrame/Pandas_Series_DataFrame.xlsx,Pandas_Series_DataFrame,structured,20,proper,,
0655.xlsx,Assessment Questions/CDE/DATA ENGINEERING ASSOCIATE/DATA PROCESSING/Importing data into Pandas DataFrame/Pandas_Importing_Data.xlsx,Pandas_Importing_Data,structured,20,proper,,
0656.xlsx,Assessment Questions/CDE/DATA ENGINEERING ASSOCIATE/DATA PROCESSING/Python NumPy Package Introduction/NumPy_Introduction.xlsx,NumPy_Introduction,structured,20,proper,,
0657.xlsx,Assessment Questions/CDE/DATA ENGINEERING ASSOCIATE/DATA PROCESSING/Python Pandas package introduction/Pandas_Introduction.xlsx,Pandas_Introduction,structured,20,proper,,
0658.xlsx,Assessment Questions/CDE/DATA ENGINEERING ASSOCIATE/DATA WAREHOUSE FOUNDATION/Data Lake house/Data_Lakehouse.xlsx,Data_Lakehouse,structured,20,proper,,
0659.xlsx,Assessment Questions/CDE/DATA ENGINEERING ASSOCIATE/DATA WAREHOUSE FOUNDATION/Data Lake Introduction architecture/Data_Lake_Architecture.xlsx,Data_Lake_Architecture,structured,20,proper,,
0660.xlsx,Assessment Questions/CDE/DATA ENGINEERING ASSOCIATE/DATA WAREHOUSE FOUNDATION/Data Mart Concepts/Data_Mart.xlsx,Data_Mart,structured,20,proper,,
0661.xlsx,Assessment Questions/CDE/DATA ENGINEERING ASSOCIATE/DATA WAREHOUSE FOUNDATION/Data Warehouse Architecture/Data_Warehouse_Architecture.xlsx,Data_Warehouse_Architecture,structured,20,proper,,
0662.xlsx,Assessment Questions/CDE/DATA ENGINEERING ASSOCIATE/DATA WAREHOUSE FOUNDATION/Data Warehouse Introduction/Data_Warehouse_Introduction.xlsx,Data_Warehouse_Introduction,structured,20,proper,,
0663.xlsx,Assessment Questions/CDE/DATA ENGINEERING ASSOCIATE/DATA WAREHOUSE FOUNDATION/Data Warehouse vs Data Mart Vs Data Lake —Know the difference/DW_vs_Lake_vs_Mart.xlsx,DW_vs_Lake_vs_Mart,structured,20,proper,,
0664.xlsx,Assessment Questions/CDE/DATA ENGINEERING ASSOCIATE/DATA WAREHOUSE FOUNDATION/Database vs Data Warehouse/Database_vs_Data_Warehouse.xlsx,Database_vs_Data_Warehouse,structured,20,proper,,
0665.xlsx,"Assessment Questions/CDE/DATA ENGINEERING ASSOCIATE/DATA WAREHOUSE FOUNDATION/ETL (Extract, Transform, and Load) for unstructured data/ETL_Unstructured.xlsx",ETL_Unstructured,structured,20,proper,,
0666.xlsx,Assessment Questions/CDE/DATA ENGINEERING ASSOCIATE/DATA WAREHOUSE FOUNDATION/ETL vs ELT/ETL_vs_ELT.xlsx,ETL_vs_ELT,structured,20,proper,,
0667.xlsx,Assessment Questions/CDE/DATA ENGINEERING ASSOCIATE/DATA WAREHOUSE FOUNDATION/Ingestion of unstructured data into dockerized vector db/Vector_DB_Ingestion.xlsx,Vector_DB_Ingestion,structured,20,proper,,
0668.xlsx,Assessment Questions/CDE/DATA ENGINEERING ASSOCIATE/DATA WAREHOUSE FOUNDATION/Star Schema and Snowflake Schema/Star_Snowflake.xlsx,Star_Snowflake,structured,20,proper,,
0669.xlsx,"Assessment Questions/CDE/DATA ENGINEERING ASSOCIATE/DOCKER AND KUBERNETES FOUNDATION/Common commands (Running, editing,stopping,copying and managing images)/Common commands (Running, editing,stopping,copying and managing images).xlsx","Common commands (Running, editing,stopping,copying and managing images)",structured,20,proper,,
0670.xlsx,Assessment Questions/CDE/DATA ENGINEERING ASSOCIATE/DOCKER AND KUBERNETES FOUNDATION/Docker Introduction/docker_introduction.xlsx,docker_introduction,structured,20,not_proper,mcq_missing_split_options=8,"mcq_missing_split_options: What does Docker primarily virtualize? | mcq_missing_split_options: True or False: Docker containers have their own filesystem, network, and process space. | mcq_missing_split_options: What is the default registry for Docker images? | mcq_missing_split_options: Which of the following is NOT a Docker component? | mcq_missing_split_options: Which protocol does Docker client use to communicate with Docker daemon?"
0671.xlsx,Assessment Questions/CDE/DATA ENGINEERING ASSOCIATE/DOCKER AND KUBERNETES FOUNDATION/Docker swarm vs kubernetes/docker_swarm_vs_kubernetes.xlsx,docker_swarm_vs_kubernetes,structured,20,not_proper,mcq_missing_split_options=6,"mcq_missing_split_options: Which tool has steeper learning curve? | mcq_missing_split_options: True or False: Docker Swarm supports rolling updates. | mcq_missing_split_options: True or False: Swarm uses etcd for consistent storage. | mcq_missing_split_options: Which tool supports built-in secrets management without additional components? | mcq_missing_split_options: Which tool was declared ""production-ready"" first?"
0672.xlsx,Assessment Questions/CDE/DATA ENGINEERING ASSOCIATE/DOCKER AND KUBERNETES FOUNDATION/Docker Vs.VM/docker_vs_vm.xlsx,docker_vs_vm,structured,20,not_proper,mcq_missing_split_options=6,mcq_missing_split_options: Which component sits between VMs and physical hardware? | mcq_missing_split_options: True or False: VMs have faster startup time than containers. | mcq_missing_split_options: Which type of virtualization does Docker use? | mcq_missing_split_options: What is the size difference between a typical VM image and a container image? | mcq_missing_split_options: True or False: A VM can run a different OS than the host.
0673.xlsx,Assessment Questions/CDE/DATA ENGINEERING ASSOCIATE/DOCKER AND KUBERNETES FOUNDATION/Hands-on_ Running our first container/first_container_hands_on.xlsx,first_container_hands_on,structured,20,not_proper,mcq_missing_split_options=4,mcq_missing_split_options: Which flag maps host port 8080 to container port 80? | mcq_missing_split_options: What does docker run -e MY_VAR=123 nginx do? | mcq_missing_split_options: What does docker run --rm do? | mcq_missing_split_options: What happens if you run docker run nginx twice?
0674.xlsx,Assessment Questions/CDE/DATA ENGINEERING ASSOCIATE/DOCKER AND KUBERNETES FOUNDATION/Kubernetes Orchestration of Containers/Kubernetes Orchestration of Containers.xlsx,Kubernetes Orchestration of Containers,structured,20,not_proper,mcq_missing_split_options=5,mcq_missing_split_options: Which component stores cluster state? | mcq_missing_split_options: What does kubectl apply -f file.yaml do? | mcq_missing_split_options: True or False: Pods are ephemeral by design. | mcq_missing_split_options: What does kubectl rollout status show? | mcq_missing_split_options: True or False: A Service can load balance traffic across pods in different namespaces.
0675.xlsx,Assessment Questions/CDE/DATA ENGINEERING ASSOCIATE/DOCKER AND KUBERNETES FOUNDATION/Publishing containers to DockerHub/publishing_dockerhub.xlsx,publishing_dockerhub,structured,20,not_proper,mcq_missing_split_options=4,mcq_missing_split_options: True or False: You can push to Docker Hub without logging in. | mcq_missing_split_options: Which registry does docker push use by default? | mcq_missing_split_options: How often can free accounts pull images? | mcq_missing_split_options: True or False: Official images on Docker Hub have no namespace prefix.
